Key,Predicted_Enrollment
1789,2.126011195819326
5368,1.39472158044073
5020,1.3294488624444076
4271,1.3869379587467854
4735,1.680696392595195
4194,1.4071051309879592
3936,1.9995441417473137
428,1.338535298507381
3396,1.5764431512477852
2649,2.4364554388860173
1922,2.126011195819326
5755,1.39472158044073
642,2.8068506700367113
2677,1.8054530383314165
864,1.6230321344890382
5233,2.4316643330592935
1141,2.4613746269117494
4237,1.6194522880805307
3863,2.8426195936203174
606,1.6374354354287421
5889,1.39472158044073
3122,1.915836365634422
2554,1.3907227863313374
2384,2.7608343231668533
2062,2.4613746269117494
3785,1.4807921150841217
5594,1.39472158044073
554,1.3551430783209475
1914,2.126011195819326
2107,2.4613746269117494
2973,2.779426217110111
2887,2.500724769999631
5488,1.39472158044073
3151,3.6000822860248265
2315,2.4613746269117494
5491,1.39472158044073
3099,2.0799374947679086
3908,1.6757796290138094
5764,1.39472158044073
1653,2.1193445291526594
4485,1.720052440401988
1733,2.126011195819326
6053,1.39472158044073
2328,2.3603361766048008
3057,3.1145483768931723
1500,2.1193445291526594
2368,2.0180292416133105
815,2.071779242508876
2820,1.5493134854977526
1628,2.1193445291526594
4903,2.253977104169974
2374,2.074418646852092
4014,2.7870145766801495
1804,2.126011195819326
272,1.9123779459666352
2714,1.3786444675633385
1562,2.1193445291526594
3384,2.7379985588573073
1418,2.1193445291526594
4675,1.547283992480354
1645,2.1193445291526594
5195,1.7104224018959755
4978,1.6287457954109101
3697,1.7933846186619977
1099,2.4613746269117494
4273,1.360477338474425
469,1.3878807634431853
5710,1.39472158044073
1594,2.1193445291526594
3940,2.111602804621169
2756,1.76626474190975
4354,1.2225525642218327
1304,2.4613746269117494
3518,2.264727770542263
1625,2.1193445291526594
4120,1.6313227933020427
1012,2.051536571192318
3181,2.8640781104180677
4505,1.673728356575361
3573,1.7991870126516472
3296,2.320613950797527
5722,1.39472158044073
6186,1.215863230889202
5911,1.39472158044073
3218,1.2352347995587087
678,2.542066168399551
2589,1.698642490876649
3703,2.6683130620493465
736,2.733978393999072
5235,2.3454617408922913
4605,2.275443799764142
1949,2.126011195819326
2655,2.2054809876315526
1844,2.126011195819326
1768,2.126011195819326
5253,2.436265773233276
4448,1.397427528027528
240,1.404336151630504
1936,2.126011195819326
4921,1.427548530851328
5116,1.2469735425785955
1487,2.1193445291526594
5593,1.39472158044073
6143,1.39472158044073
5520,1.39472158044073
5329,1.39472158044073
3285,2.2194500072844936
1140,2.4613746269117494
3872,2.1819662491684633
5771,1.39472158044073
4881,2.664358460467435
2099,2.4613746269117494
4808,2.397962655097029
3946,1.8442329633007017
3680,1.571236272358532
4487,1.3455462112533447
2709,1.5027700566451778
3168,3.463291258923217
2986,2.031042593351488
4336,1.271635304146035
1915,2.126011195819326
3699,3.500160363785915
5435,1.39472158044073
3447,1.9752083755182672
5040,1.5444749829155773
3246,2.738214823545997
516,2.0327847726190877
2125,2.4613746269117494
2096,2.4613746269117494
4926,1.3390871746652366
1329,2.4613746269117494
903,2.0857273369593003
4614,2.379361594919438
1282,2.4613746269117494
1642,2.1193445291526594
4055,1.72849635654797
32,1.3572265570903506
5131,1.4730962719377538
2153,2.4613746269117494
1301,2.4613746269117494
1409,2.1193445291526594
894,1.3741369119501108
2546,1.398894800906115
4900,1.2368357051497123
2331,2.3603361766048008
5703,1.39472158044073
5304,1.39472158044073
3180,2.9595347975448827
1410,2.1193445291526594
483,1.7619971484699661
1313,2.4613746269117494
4799,2.647091674550566
5702,1.39472158044073
236,1.6948954697657275
1758,2.126011195819326
5021,1.2967273038366232
1327,2.4613746269117494
6116,1.39472158044073
684,1.8818448796157494
5863,1.39472158044073
367,1.5164498227209358
2720,1.4558590887420428
4471,1.3567144918874934
3414,2.627492547011949
1845,2.126011195819326
756,2.4349122977330486
4084,1.6755348238304169
354,1.709869247598074
5587,1.39472158044073
5521,1.39472158044073
3969,4.089690664334322
602,1.552713830809992
5449,1.39472158044073
5415,1.39472158044073
434,1.7372690682094325
4030,1.827858713567416
2741,1.1415587079522547
1666,2.1193445291526594
993,3.1449864245567913
319,1.5655792650758926
5683,1.39472158044073
1231,2.4613746269117494
2439,1.3767395413192187
1439,2.1193445291526594
3298,2.5649173988453486
1179,2.4613746269117494
4357,1.052329110243509
1039,2.046391271747411
4809,1.4636656759806705
4865,1.8758190897003442
3024,1.899140160292876
106,1.4616756506020183
52,1.560613600781364
5935,1.39472158044073
4507,1.5563825719154734
1675,2.126011195819326
4444,1.1688681660559577
3691,1.551041098161039
2433,2.1315437394478796
2506,2.0395275830162487
5833,1.39472158044073
4274,1.187775629579509
5300,1.80918972000222
667,2.0086951789191927
2346,1.6811681752407597
2754,1.6745262322283225
1516,2.1193445291526594
1467,2.1193445291526594
5661,1.39472158044073
5732,1.39472158044073
2914,2.746380098333858
3169,2.280567478265468
1992,2.4613746269117494
5137,1.3355946493165107
699,2.4264049316934733
5614,1.39472158044073
1172,2.4613746269117494
3597,2.306977193142926
4913,1.4045369150891833
2167,2.4613746269117494
5781,1.39472158044073
1589,2.1193445291526594
5572,1.39472158044073
2719,1.349274647950931
143,1.5063735758207468
4027,4.047434523809523
3536,2.3568549374408327
5192,2.023177524333727
1808,2.126011195819326
5285,1.3542871847203215
3959,3.1630519541691227
4369,1.527085598070741
3737,2.0347134057215093
3415,3.24440267588857
3093,1.8467113993346902
4744,1.9494891822589162
2922,1.6928990309844791
1002,2.222185192581535
4484,1.9923893102553873
5680,1.39472158044073
3212,3.088244333383025
4298,1.1355224522013316
1557,2.1193445291526594
5791,1.39472158044073
2311,2.4613746269117494
2648,2.1182189930902213
886,1.6724738642560049
3752,1.552024429980979
5031,1.2411304997882688
5458,1.39472158044073
3702,1.6995198302025627
2132,2.4613746269117494
5624,1.39472158044073
1171,2.4613746269117494
2989,2.7791192600675036
2908,1.912832335448532
597,1.6502636030187474
1891,2.126011195819326
2198,2.4613746269117494
4262,1.2189858143271766
3183,2.8518095176926646
1961,2.126011195819326
4156,1.5470071015618572
5380,1.39472158044073
1211,2.4613746269117494
4002,4.08957605453542
4339,1.291278637266914
2228,2.4613746269117494
70,1.8167913090687215
3337,2.869886575018346
5956,1.39472158044073
1474,2.1193445291526594
1788,2.126011195819326
5964,1.39472158044073
3470,1.3897292404286903
974,3.27480571052881
2400,1.738143553972913
3041,2.161507325244003
790,3.546770073308736
5408,1.39472158044073
3955,2.606569205821813
4376,1.4139577867788031
2248,2.4613746269117494
2622,2.0028845038090317
1139,2.4613746269117494
4106,1.531348243983197
413,1.4839445605165975
286,1.6497296629549236
2037,2.4613746269117494
5916,1.39472158044073
5471,1.39472158044073
23,1.80147947509854
1174,2.4613746269117494
5043,1.2983314529741898
4306,1.375672299613862
4858,1.5542623545027987
1897,2.126011195819326
3962,3.637303708776311
2356,1.5497934613282496
6181,1.39472158044073
3932,1.8001556481223153
656,2.0134186121745876
4128,1.5001664489898183
4010,5.221711940836943
3256,2.7725302483746357
4075,1.4606196974517085
1111,2.4613746269117494
3477,2.5001934695859465
4229,1.9260412203603345
255,1.5027518167351592
2938,1.6774945428306862
3542,2.3602444024797706
2209,2.4613746269117494
2244,2.4613746269117494
2584,1.7840737611756468
200,1.916586874772876
3828,2.877089105705927
4868,2.52447737420848
5939,1.39472158044073
3841,2.5028069194570386
4684,1.3760673176331266
521,1.3702479527860079
1610,2.1193445291526594
5367,1.39472158044073
1906,2.126011195819326
4835,2.6949103278792723
1783,2.126011195819326
